(740, 645, 3, 741, 70)
(740, 460, 741, 60, 920)
(520, 220, 415, 60, 820)
(740, 760, 440, 60, 550)
(390, 128, 701, 2, 32)
(679, 740, 176, 240, 798)
(307, 762, 2, 460, 140)
(90, 740, 240, 235, 2)
(520, 33, 706, 233, 2)
(427, 3, 1, 165, 309)
(405, 32, 520, 95, 585)
(527, 550, 741, 60, 920)
(400, 740, 920, 320, 233)
(740, 690, 435, 255, 1)
(90, 740, 100, 415, 240)
(215, 1, 480, 90, 820)
(32, 31, 222, 235, 2)
(740, 100, 240, 235, 741)
(151, 390, 590, 900, 2)
(740, 585, 220, 130, 35)
(760, 31, 2, 861, 791)
(1, 304, 354, 125, 812)
(871, 740, 740, 798, 460)
(740, 585, 798, 2, 861)
(740, 760, 33, 33, 220)
(740, 760, 605, 2, 540)
(32, 850, 32, 530, 740)
(621, 520, 220, 2, 817)
(740, 900, 3, 2, 940)
(740, 923, 240, 235, 806)
(740, 255, 705, 2, 861)
(407, 4, 1, 740, 407)
(690, 518, 740, 176, 742)
(740, 460, 503, 2, 880)
(740, 760, 335, 220, 32)
(390, 697, 151, 740, 176)
(740, 798, 220, 415, 741)
(740, 900, 790, 407, 845)
(740, 900, 5, 2, 820)
(740, 690, 435, 255, 240)
(520, 400, 350, 2, 817)
(740, 760, 175, 176, 220)
(740, 900, 790, 407, 61)
(740, 140, 2, 741, 60)
(740, 32, 840, 233, 60)
(740, 752, 460, 495, 240)
(790, 740, 100, 405, 590)
(440, 390, 368, 390, 790)
(740, 100, 692, 491, 2)
(527, 554, 1, 297, 190)
(740, 617, 550, 61, 435)
(33, 740, 142, 61, 140)
(740, 904, 233, 240, 798)
(407, 61, 845, 240, 798)
(504, 350, 240, 741, 60)
(740, 752, 70, 255, 832)
(520, 33, 705, 2, 172)
(740, 752, 1, 595, 204)
(740, 100, 806, 472, 240)
(740, 900, 482, 484, 900)
(621, 740, 900, 3, 820)
(817, 521, 521, 740, 221)
(90, 740, 100, 220, 32)
(154, 806, 469, 1, 740)
(440, 390, 32, 390, 790)
(527, 550, 2, 125, 590)
(416, 1, 565, 740, 220)
(740, 100, 798, 220, 32)
(740, 32, 55, 1, 407)
(851, 740, 705, 924, 156)
(298, 465, 33, 705, 231)
(740, 255, 705, 140, 3)
(520, 233, 741, 81, 272)
(740, 690, 435, 255, 2)
(90, 740, 240, 575, 703)
(244, 165, 879, 220, 416)
(234, 803, 741, 82, 350)
(527, 550, 233, 2, 812)
(740, 176, 33, 705, 240)
(740, 373, 31, 2, 315)
(90, 740, 100, 415, 2)
